Latitude,Longitude,Altitude,Datetime,Seconds_Since_Start
39.963749,115.983147,548.0,2008-10-26 02:22:04,43204.0
39.963702,115.983109,554.0,2008-10-26 02:22:09,43209.0
39.96364,115.983071,557.0,2008-10-26 02:22:14,43214.0
39.963612,115.983031,556.0,2008-10-26 02:22:19,43219.0
39.963582,115.982962,563.0,2008-10-26 02:22:24,43224.0
39.963563,115.982926,564.0,2008-10-26 02:22:29,43229.0
39.963532,115.98291,564.0,2008-10-26 02:22:34,43234.0
39.963498,115.982884,567.0,2008-10-26 02:22:39,43239.0
39.963451,115.982848,562.0,2008-10-26 02:22:44,43244.0
39.963403,115.982813,563.0,2008-10-26 02:22:49,43249.0
39.963338,115.982796,560.0,2008-10-26 02:22:54,43254.0
39.963282,115.982762,559.0,2008-10-26 02:22:59,43259.0
39.963213,115.982753,561.0,2008-10-26 02:23:04,43264.0
39.963195,115.982712,562.0,2008-10-26 02:23:09,43269.0
39.963134,115.982683,562.0,2008-10-26 02:23:14,43274.0
39.963071,115.982641,560.0,2008-10-26 02:23:19,43279.0
39.963031,115.982608,561.0,2008-10-26 02:23:24,43284.0
39.962986,115.982554,562.0,2008-10-26 02:23:29,43289.0
39.962932,115.982522,564.0,2008-10-26 02:23:34,43294.0
39.962876,115.982507,566.0,2008-10-26 02:23:39,43299.0
39.962833,115.982463,567.0,2008-10-26 02:23:44,43304.0
39.962776,115.982442,571.0,2008-10-26 02:23:49,43309.0
39.96272,115.982421,572.0,2008-10-26 02:23:54,43314.0
39.96266,115.98241,574.0,2008-10-26 02:23:59,43319.0
