Latitude,Longitude,Altitude,Datetime,Seconds_Since_Start
39.984349,116.304083,290.0,2008-10-23 03:00:20,436.0
39.984368,116.303934,282.0,2008-10-23 03:00:25,441.0
39.984437,116.303813,257.0,2008-10-23 03:00:30,446.0
39.984429,116.303672,253.0,2008-10-23 03:00:35,451.0
39.984342,116.303444,237.0,2008-10-23 03:00:40,456.0
39.984365,116.303298,236.0,2008-10-23 03:00:45,461.0
39.984368,116.303132,233.0,2008-10-23 03:00:50,466.0
39.984385,116.30292,232.0,2008-10-23 03:00:55,471.0
39.98438,116.302754,240.0,2008-10-23 03:01:00,476.0
39.984346,116.302601,239.0,2008-10-23 03:01:05,481.0
39.984303,116.302457,237.0,2008-10-23 03:01:10,486.0
39.984344,116.302271,233.0,2008-10-23 03:01:15,491.0
39.984341,116.302094,228.0,2008-10-23 03:01:20,496.0
