Latitude,Longitude,Altitude,Datetime,Seconds_Since_Start
40.007961,116.321105,71.0,2008-10-23 18:03:24,270.0
40.007691,116.321157,68.0,2008-10-23 18:03:29,275.0
40.007464,116.32115,71.0,2008-10-23 18:03:34,280.0
40.007425,116.32097,76.0,2008-10-23 18:03:39,285.0
40.007444,116.320707,80.0,2008-10-23 18:03:44,290.0
40.007413,116.320467,85.0,2008-10-23 18:03:49,295.0
40.007425,116.320129,80.0,2008-10-23 18:03:54,300.0
40.007459,116.319937,71.0,2008-10-23 18:03:59,305.0
40.007729,116.319868,74.0,2008-10-23 18:04:04,310.0
40.007835,116.319858,75.0,2008-10-23 18:04:09,315.0
40.007843,116.319858,74.0,2008-10-23 18:04:14,320.0
40.007843,116.319858,74.0,2008-10-23 18:04:17,323.0
40.007848,116.319858,74.0,2008-10-23 18:04:19,325.0
40.007866,116.319855,73.0,2008-10-23 18:04:24,330.0
40.007897,116.319827,73.0,2008-10-23 18:04:29,335.0
40.007927,116.319808,72.0,2008-10-23 18:04:34,340.0
40.007943,116.319807,71.0,2008-10-23 18:04:39,345.0
40.00796,116.319813,69.0,2008-10-23 18:04:44,350.0
40.00797,116.319817,69.0,2008-10-23 18:04:49,355.0
40.00797,116.319817,69.0,2008-10-23 18:04:52,358.0
40.007968,116.319815,68.0,2008-10-23 18:04:54,360.0
40.007977,116.319785,69.0,2008-10-23 18:04:59,365.0
40.00796,116.319781,69.0,2008-10-23 18:05:04,370.0
40.007932,116.319778,69.0,2008-10-23 18:05:09,375.0
40.007915,116.319772,69.0,2008-10-23 18:05:14,380.0
40.007757,116.319537,66.0,2008-10-23 18:05:34,400.0
40.007687,116.319024,146.0,2008-10-23 18:05:44,410.0
40.007698,116.31905,158.0,2008-10-23 18:05:49,415.0
40.007773,116.319064,111.0,2008-10-23 18:05:54,420.0
40.007795,116.319083,103.0,2008-10-23 18:05:59,425.0
40.0078,116.319081,102.0,2008-10-23 18:06:04,430.0
40.007804,116.319077,101.0,2008-10-23 18:06:09,435.0
40.007805,116.319077,101.0,2008-10-23 18:06:14,440.0
40.007805,116.319077,101.0,2008-10-23 18:06:17,443.0
40.0078,116.319076,100.0,2008-10-23 18:06:19,445.0
40.007791,116.319075,100.0,2008-10-23 18:06:24,450.0
40.007793,116.319149,96.0,2008-10-23 18:06:29,455.0
40.00782,116.319219,96.0,2008-10-23 18:06:34,460.0
40.007891,116.319425,95.0,2008-10-23 18:06:39,465.0
40.007877,116.319411,95.0,2008-10-23 18:06:44,470.0
40.007909,116.319419,95.0,2008-10-23 18:06:49,475.0
40.007947,116.319424,94.0,2008-10-23 18:06:54,480.0
40.007947,116.319424,94.0,2008-10-23 18:06:57,483.0
40.007953,116.319418,94.0,2008-10-23 18:06:59,485.0
40.007921,116.3194,93.0,2008-10-23 18:07:04,490.0
40.007939,116.319395,92.0,2008-10-23 18:07:09,495.0
